item_id,record_id_real,field,component
ITEM_1268,V25R043,follow_up,calendar_interval
ITEM_1269,V25R074,closure,scope
ITEM_1270,V25R009,follow_up,calendar_interval
ITEM_1271,V25R087,follow_up,owner
ITEM_1272,V25R078,exposure,time_origin
ITEM_1273,V25R012,closure,scope
ITEM_1274,V25R016,exposure,time_origin
ITEM_1275,V25R028,closure,evidence_basis
ITEM_1276,V25R083,exposure,eligibility
ITEM_1277,V25R038,closure,reopening_rule
ITEM_1278,V25R087,follow_up,exposure_qualified_observation
ITEM_1279,V25R032,closure,date
ITEM_1280,V25R014,exposure,unit
ITEM_1281,V25R074,follow_up,exposure_qualified_observation
ITEM_1282,V25R006,closure,uncertainty
ITEM_1283,V25R011,closure,evidence_basis
ITEM_1284,V25R051,closure,date
ITEM_1285,V25R045,exposure,coverage
ITEM_1286,V25R004,closure,uncertainty
ITEM_1287,V25R081,follow_up,owner
ITEM_1288,V25R089,closure,uncertainty
ITEM_1289,V25R094,closure,owner
ITEM_1290,V25R020,follow_up,trace_coverage
ITEM_1291,V25R076,exposure,coverage
ITEM_1292,V25R017,exposure,time_origin
ITEM_1293,V25R031,closure,owner
ITEM_1294,V25R089,closure,scope
ITEM_1295,V25R043,closure,scope
ITEM_1296,V25R015,exposure,unit
ITEM_1297,V25R004,exposure,time_origin
ITEM_1298,V25R044,follow_up,calendar_interval
ITEM_1299,V25R023,exposure,eligibility
ITEM_1300,V25R001,exposure,unit
ITEM_1301,V25R075,exposure,eligibility
ITEM_1302,V25R055,follow_up,calendar_interval
ITEM_1303,V25R059,follow_up,trace_coverage
ITEM_1304,V25R047,exposure,unit
ITEM_1305,V25R072,follow_up,exposure_qualified_observation
ITEM_1306,V25R037,follow_up,calendar_interval
ITEM_1307,V25R089,closure,reopening_rule
ITEM_1308,V25R016,closure,reopening_rule
ITEM_1309,V25R004,exposure,unit
ITEM_1310,V25R085,exposure,unit
ITEM_1311,V25R056,exposure,eligibility
ITEM_1312,V25R045,closure,uncertainty
ITEM_1313,V25R078,closure,scope
ITEM_1314,V25R009,closure,owner
ITEM_1315,V25R055,closure,scope
ITEM_1316,V25R033,exposure,eligibility
ITEM_1317,V25R072,closure,owner
ITEM_1318,V25R032,closure,reopening_rule
ITEM_1319,V25R071,closure,reopening_rule
ITEM_1320,V25R085,follow_up,owner
ITEM_1321,V25R052,exposure,time_origin
ITEM_1322,V25R090,follow_up,trace_coverage
ITEM_1323,V25R093,follow_up,trace_coverage
ITEM_1324,V25R082,exposure,time_origin
ITEM_1325,V25R056,exposure,coverage
ITEM_1326,V25R028,closure,date
ITEM_1327,V25R060,closure,evidence_basis
ITEM_1328,V25R046,follow_up,exposure_qualified_observation
ITEM_1329,V25R002,closure,reopening_rule
ITEM_1330,V25R004,follow_up,owner
ITEM_1331,V25R021,exposure,time_origin
ITEM_1332,V25R100,exposure,eligibility
ITEM_1333,V25R019,closure,evidence_basis
ITEM_1334,V25R016,follow_up,trace_coverage
ITEM_1335,V25R061,closure,evidence_basis
ITEM_1336,V25R043,closure,evidence_basis
ITEM_1337,V25R087,follow_up,trace_coverage
ITEM_1338,V25R033,closure,scope
ITEM_1339,V25R072,follow_up,calendar_interval
ITEM_1340,V25R004,follow_up,calendar_interval
ITEM_1341,V25R097,follow_up,trace_coverage
ITEM_1342,V25R036,exposure,eligibility
ITEM_1343,V25R075,exposure,coverage
ITEM_1344,V25R062,follow_up,owner
ITEM_1345,V25R085,exposure,coverage
ITEM_1346,V25R076,follow_up,owner
ITEM_1347,V25R067,closure,evidence_basis
ITEM_1348,V25R026,exposure,coverage
ITEM_1349,V25R041,exposure,unit
ITEM_1350,V25R074,closure,evidence_basis
ITEM_1351,V25R018,exposure,coverage
ITEM_1352,V25R061,follow_up,calendar_interval
ITEM_1353,V25R089,follow_up,exposure_qualified_observation
ITEM_1354,V25R096,closure,uncertainty
ITEM_1355,V25R058,follow_up,exposure_qualified_observation
ITEM_1356,V25R081,follow_up,calendar_interval
ITEM_1357,V25R025,follow_up,exposure_qualified_observation
ITEM_1358,V25R082,closure,evidence_basis
ITEM_1359,V25R006,closure,evidence_basis
ITEM_1360,V25R041,follow_up,owner
ITEM_1361,V25R066,exposure,coverage
ITEM_1362,V25R064,follow_up,calendar_interval
ITEM_1363,V25R067,exposure,coverage
ITEM_1364,V25R068,exposure,time_origin
ITEM_1365,V25R073,exposure,coverage
ITEM_1366,V25R088,follow_up,trace_coverage
ITEM_1367,V25R074,follow_up,trace_coverage
ITEM_1368,V25R033,exposure,time_origin
ITEM_1369,V25R068,closure,owner
ITEM_1370,V25R038,follow_up,calendar_interval
ITEM_1371,V25R012,exposure,unit
ITEM_1372,V25R048,follow_up,trace_coverage
ITEM_1373,V25R069,closure,owner
ITEM_1374,V25R055,exposure,unit
ITEM_1375,V25R087,closure,date
ITEM_1376,V25R013,closure,evidence_basis
ITEM_1377,V25R006,exposure,coverage
ITEM_1378,V25R039,closure,uncertainty
ITEM_1379,V25R031,exposure,time_origin
ITEM_1380,V25R039,closure,scope
ITEM_1381,V25R009,follow_up,owner
ITEM_1382,V25R036,closure,date
ITEM_1383,V25R080,exposure,unit
ITEM_1384,V25R065,closure,scope
ITEM_1385,V25R051,follow_up,trace_coverage
ITEM_1386,V25R049,closure,date
ITEM_1387,V25R079,closure,owner
ITEM_1388,V25R065,closure,owner
ITEM_1389,V25R096,exposure,coverage
ITEM_1390,V25R054,closure,owner
ITEM_1391,V25R041,closure,evidence_basis
ITEM_1392,V25R063,follow_up,exposure_qualified_observation
ITEM_1393,V25R009,follow_up,exposure_qualified_observation
ITEM_1394,V25R084,exposure,time_origin
ITEM_1395,V25R082,closure,date
ITEM_1396,V25R022,exposure,coverage
ITEM_1397,V25R093,follow_up,calendar_interval
ITEM_1398,V25R080,closure,reopening_rule
ITEM_1399,V25R097,closure,evidence_basis
ITEM_1400,V25R003,exposure,coverage
