record_id,case_id,legacy_case_id,incident_cluster_id,title,field,field_label,applicability,v2_state,v3_primary_state,v3_boundary_inclusive_state,new_state,primary_supported_components,boundary_inclusive_supported_components,boundary_components,primary_component_count,boundary_inclusive_component_count,source_url,source_locator,source_snapshot,source_hash,url_status,source_relationship,source_provenance_status,v3_analysis_note,v4_primary_state,v4_boundary_state,v4_minimal_core_state,v4_state_rule,v4_analysis_note,legacy_v4_primary_state,legacy_v4_boundary_state,v5_primary_state,v5_boundary_state,v5_primary_state_label,v5_boundary_state_label,v5_state_definition,v5_review_method,inherited_incident_cluster_id,canonical_cluster_id,v6_primary_state,v6_boundary_state,v6_state_definition,non_recovery_cause_status
V25R057,OECD07,OECD07,CL057,Study Reveals AI Bias in Healthcare Treatment Recommendations - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD07,CL057,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R057,OECD07,OECD07,CL057,Study Reveals AI Bias in Healthcare Treatment Recommendations - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD07,CL057,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R057,OECD07,OECD07,CL057,Study Reveals AI Bias in Healthcare Treatment Recommendations - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD07,CL057,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R058,OECD08,OECD08,CL058,ICE Deploys AI-Powered Facial Recognition App for Field Identification - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD08,CL058,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R058,OECD08,OECD08,CL058,ICE Deploys AI-Powered Facial Recognition App for Field Identification - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD08,CL058,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R058,OECD08,OECD08,CL058,ICE Deploys AI-Powered Facial Recognition App for Field Identification - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD08,CL058,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R059,OECD09,OECD09,CL059,Scientists Warn AI in Healthcare May Worsen Ethnic Minority Inequalities - OECD.AI,exposure,Exposure opportunity framework,unclear,unclear,unclear,unclear,unclear,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,unclear,unclear,unclear,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,unclear,unclear,unclear,unclear,Unclear,Unclear,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD09,CL059,unclear,unclear,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R059,OECD09,OECD09,CL059,Scientists Warn AI in Healthcare May Worsen Ethnic Minority Inequalities - OECD.AI,follow_up,Follow-up window,unclear,unclear,unclear,unclear,unclear,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,unclear,unclear,unclear,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,unclear,unclear,unclear,unclear,Unclear,Unclear,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD09,CL059,unclear,unclear,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R059,OECD09,OECD09,CL059,Scientists Warn AI in Healthcare May Worsen Ethnic Minority Inequalities - OECD.AI,closure,Closure basis,unclear,unclear,unclear,unclear,unclear,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,unclear,unclear,unclear,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,unclear,unclear,unclear,unclear,Unclear,Unclear,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD09,CL059,unclear,unclear,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R060,OECD10,OECD10,CL060,AI-Generated Medical Information Risks Inaccuracy in Patient Care - OECD.AI,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD10,CL060,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R060,OECD10,OECD10,CL060,AI-Generated Medical Information Risks Inaccuracy in Patient Care - OECD.AI,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD10,CL060,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R060,OECD10,OECD10,CL060,AI-Generated Medical Information Risks Inaccuracy in Patient Care - OECD.AI,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,OECD10,CL060,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R061,AIID001,AIID001,CL041,Google’s YouTube Kids App Presents Inappropriate Content,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,['unit'],['unit'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,1,CL041,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R061,AIID001,AIID001,CL041,Google’s YouTube Kids App Presents Inappropriate Content,follow_up,Follow-up window,applicable,partial,partial,partial,partial,"['calendar_interval', 'owner']","['calendar_interval', 'owner']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,1,CL041,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R061,AIID001,AIID001,CL041,Google’s YouTube Kids App Presents Inappropriate Content,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,1,CL041,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R062,AIID003,AIID003,CL042,Crashes with Maneuvering Characteristics Augmentation System (MCAS),exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,['unit'],"['unit', 'coverage']",['coverage'],1,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,3,CL042,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R062,AIID003,AIID003,CL042,Crashes with Maneuvering Characteristics Augmentation System (MCAS),follow_up,Follow-up window,applicable,partial,partial,partial,partial,['owner'],['owner'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,3,CL042,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R062,AIID003,AIID003,CL042,Crashes with Maneuvering Characteristics Augmentation System (MCAS),closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,3,CL042,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R063,AIID004,AIID004,CL043,Uber AV Killed Pedestrian in Arizona,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,['unit'],['unit'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,4,CL043,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R063,AIID004,AIID004,CL043,Uber AV Killed Pedestrian in Arizona,follow_up,Follow-up window,applicable,partial,partial,partial,partial,"['exposure_qualified_observation', 'owner']","['exposure_qualified_observation', 'owner']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,4,CL043,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R063,AIID004,AIID004,CL043,Uber AV Killed Pedestrian in Arizona,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,4,CL043,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R064,AIID006,AIID006,CL044,"Microsoft's TayBot Allegedly Posts Racist, Sexist, and Anti-Semitic Content to Twitter",exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'time_origin']","['unit', 'time_origin']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,6,CL044,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R064,AIID006,AIID006,CL044,"Microsoft's TayBot Allegedly Posts Racist, Sexist, and Anti-Semitic Content to Twitter",follow_up,Follow-up window,applicable,partial,partial,partial,partial,"['calendar_interval', 'owner']","['calendar_interval', 'owner']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,6,CL044,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R064,AIID006,AIID006,CL044,"Microsoft's TayBot Allegedly Posts Racist, Sexist, and Anti-Semitic Content to Twitter",closure,Closure basis,applicable,partial,partial,partial,partial,"['scope', 'evidence_basis', 'date', 'owner']","['scope', 'evidence_basis', 'date', 'owner']",[],4,4,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,6,CL044,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R065,AIID007,AIID007,CL061,Wikipedia Vandalism Prevention Bot Loop,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,['unit'],['unit'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,7,CL061,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R065,AIID007,AIID007,CL061,Wikipedia Vandalism Prevention Bot Loop,follow_up,Follow-up window,applicable,partial,absent,partial,absent,[],"['calendar_interval', 'exposure_qualified_observation']","['calendar_interval', 'exposure_qualified_observation']",0,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,partial,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,partial,not_recovered,partial_support,Not recovered,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,7,CL061,not_recovered,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R065,AIID007,AIID007,CL061,Wikipedia Vandalism Prevention Bot Loop,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,7,CL061,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R066,AIID009,AIID009,CL045,New York City Reportedly Released Disputed Value-Added Teacher Ratings for Thousands of Teachers,exposure,Exposure opportunity framework,applicable,present,present,present,present,"['unit', 'eligibility', 'time_origin', 'coverage']","['unit', 'eligibility', 'time_origin', 'coverage']",[],4,4,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,present,present,present,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,present,present,complete_support,complete_support,Complete support,Complete support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,9,CL045,complete_support,complete_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R066,AIID009,AIID009,CL045,New York City Reportedly Released Disputed Value-Added Teacher Ratings for Thousands of Teachers,follow_up,Follow-up window,applicable,partial,partial,partial,partial,['exposure_qualified_observation'],['exposure_qualified_observation'],[],1,1,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,9,CL045,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R066,AIID009,AIID009,CL045,New York City Reportedly Released Disputed Value-Added Teacher Ratings for Thousands of Teachers,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,9,CL045,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R067,AIID010,AIID010,CL062,Kronos Scheduling Algorithm Allegedly Caused Financial Issues for Starbucks Employees,exposure,Exposure opportunity framework,applicable,partial,partial,partial,partial,"['unit', 'coverage']","['unit', 'coverage']",[],2,2,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,partial,partial,partial,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,partial,partial,partial_support,partial_support,Partial support,Partial support,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,10,CL062,partial_support,partial_support,retained-documentation recoverability under author-defined rules; not organizational practice,
V25R067,AIID010,AIID010,CL062,Kronos Scheduling Algorithm Allegedly Caused Financial Issues for Starbucks Employees,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,10,CL062,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R067,AIID010,AIID010,CL062,Kronos Scheduling Algorithm Allegedly Caused Financial Issues for Starbucks Employees,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,10,CL062,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R068,AIID011,AIID011,CL063,Northpointe Risk Models,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,11,CL063,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R068,AIID011,AIID011,CL063,Northpointe Risk Models,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,11,CL063,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R068,AIID011,AIID011,CL063,Northpointe Risk Models,closure,Closure basis,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,11,CL063,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R069,AIID012,AIID012,CL064,Common Biases of Vector Embeddings,exposure,Exposure opportunity framework,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,12,CL064,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
V25R069,AIID012,AIID012,CL064,Common Biases of Vector Embeddings,follow_up,Follow-up window,applicable,absent,absent,absent,absent,[],[],[],0,0,,,,,,,,Inherited v3 legacy field retained for one-to-one audit mapping; v4 interpretation uses model-supported support and the v4 strict/minimal-core rules.,absent,absent,absent,strict rule: all field components required for present; minimal-core rule is exploratory sensitivity only,Model-supported support is not externally calibrated and no independent second human coder was used.,absent,absent,not_recovered,not_recovered,Not recovered,Not recovered,Retained-evidence recoverability state; not organizational presence or absence,AI-assisted semantic audit with author confirmation of changed and low-confidence decisions,12,CL064,not_recovered,not_recovered,retained-documentation recoverability under author-defined rules; not organizational practice,indeterminate_from_retained_bundle
